大学,一次统计人,2026更新人,募集要項年份,文理,学部,学科,第几期,方式,位置,併願,网上出愿开始时间,网上出愿截止时间,邮寄开始时间,邮寄截止时间,必着/消印,需要EJU科目,能使用EJU,推荐日语分数,推荐托福分数,英语,可以使用的英语考试,JLPT,是否需要推荐信,校内考形式,学信网认证,校内考时间1,校内考时间2,发榜时间,最低EJU总分成绩（如有要求）,最低日语成绩（如有要求）,最低英语成绩（如有要求）,报录比,TOEFL code,其他备注,父记录,父记录 (1),最低英语成绩（如有要求） (1),报录比 (1),TOEFL code (1),其他备注 (1),父记录 (2),父记录 (1) (1),英语成绩类型,英语成绩推荐分数,JLPT等级,JLPT分数要求,EJU推荐分数,出愿材料清单,推荐信要求详细,出愿流程详细,报录比（2024）,报录比（2023）,报录比（2022）,合格者成绩分布,数据来源,爬取时间,爬取URL,审核状态,审核人,审核时间,审核备注,数据质量评分
北海道大学,,綦家昊,2026,文,法学部,,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース1or2都可以, 綜合科目",前前年11月，前年6和11月，当年6月,270+,,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,"小论文, 面试（线下）",不要,2025-11-16,,2025-12-09,,,,,0362,・課題論文：読解力、問題発見能力、論理的思考力、表現力等を問う。 ・面 接：目的意識、適性、基礎学力等を問う。 ・英 語：「TOEFL、TOEIC L&R、国連英検、ケンブリッジ英検、実用英語技能検定試験 （日本・英検）、IELTS あるいはこれと同等と認められる英語能力の検定試験 の成績通知書等」の提出を課す。,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,,綦家昊,2026,文,経済学部,,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース1or2都可以, 綜合科目",前前年11月，前年6和11月，当年6月,270+,,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,"小论文, 面试（线下）",不要,2025-11-16,,2025-12-09,,,,,0362,第１次選考に合格した者に対して、課題論文を課し、面接を行い、日本留学試験及び最終修了,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,理学部,数学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,学校の成績証明書等の結果を総合して選考を行います。,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,理学部,物理学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,・課題論文：読解力、論理的思考力、問題発見能力、表現力等を総合的に問う。,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,理学部,化学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,・面 接：個性、意欲、資質、適性、基礎学力などを問う。,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,理学部,生物学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,・英 語：「TOEFL、TOEIC L&R、国連英検、ケンブリッジ英検、実用英語技能検定試験,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,理学部,地球惑星科学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前前年11月，前年6和11月，当年6月,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线上）,不要,2025-11-16,,2025-12-09,535,270,,,0362,（日本・英検）、IELTS あるいはこれと同等と認められる英語能力の検定試験,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,工学部,応用理工学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,の成績通知書等」の提出を課す。 ,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,工学部,情報エレクトロニクス学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 化学または生物, 物理（必須）",前年成绩和当年成绩都可以用,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,工学部,機械知能工学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 化学または生物, 物理（必須）",前年成绩和当年成绩都可以用,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,工学部,環境社会工学科,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 化学または生物, 物理（必須）",前年成绩和当年成绩都可以用,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,535,270,,,0362,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
北海道大学,徐菁,綦家昊,2026,理,農学部,,只有一期,外国人入試,北海道札幌市,,2025-09-10,2025-09-25,2025-09-16,2025-09-25,必着,"日语, 数学コース2, 理科2科目選択",前年成绩和当年成绩都可以用,340+,80+,要,"托福, 雅思, 托业, 英検, ケンブリッジ英検",不要,否,面试（线下）,不要,2025-11-16,,2025-12-09,640,340,,,0362,0362,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,理学部,数学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）, 生物（必須）",当年6月or11月都可,350+,100+,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-03-10,,2026-03-18,530,270,79,,7477（FGL学部入学）,"学力試験：数学の出題範囲（数学Ｂ」：数列
「数学Ｃ」：ベクトル, 平面上の曲線と複素数平面）",,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,理学部,物理学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）, 生物（必須）",当年6月or11月都可,350+,100+,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-03-10,,2026-03-18,530,270,79,,7477（FGL学部入学）,"学力試験：数学の出題範囲（数学Ｂ」：数列
「数学Ｃ」：ベクトル, 平面上の曲線と複素数平面）",,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,理学部,化学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）, 生物（必須）",当年6月or11月都可,350+,100+,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-03-10,,2026-03-18,530,270,79,,7477（FGL学部入学）,"学力試験：数学の出題範囲（数学Ｂ」：数列
「数学Ｃ」：ベクトル, 平面上の曲線と複素数平面）",,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,理学部,地球惑星科学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）, 生物（必須）",当年6月or11月都可,350+,100+,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-03-10,,2026-03-18,530,270,79,,7477（FGL学部入学）,"学力試験：数学の出題範囲（数学Ｂ」：数列
「数学Ｃ」：ベクトル, 平面上の曲線と複素数平面）",,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,理学部,生命理学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）, 生物（必須）",当年6月or11月都可,350+,100+,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-03-10,,2026-03-18,,530,270,,7477（FGL学部入学）,"学力試験：数学の出題範囲（数学Ｂ」：数列
「数学Ｃ」：ベクトル, 平面上の曲線と複素数平面）",,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,工学部,機械知能・航空工学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,270+,100+,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,590,270,79,,8806,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,工学部,電気情報工学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,270+,100+,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,590,270,79,,8806,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,工学部,化学バイオ工学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,270+,100+,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,590,270,79,,8806,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,工学部,材料科学総合学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,270+,100+,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,590,270,79,,8806,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,工学部,建築社会環境工学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,270+,100+,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,590,270,79,,8806,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,徐菁,乔欣欣,2026,理,農学部,生物生産科学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,350+,100+,要,托福,不要,否,"面试（线下）, 学力試験",不要,2026-03-10,,2026-03-18,530,270,79,,8806,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,文,文学部 ,人文社会学 科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 綜合科目",当年6月or11月都可,270+,,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,文,法学部,法 学 科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 綜合科目",当年6月or11月都可,270+,,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,文,経済学部 ,経 済 学 科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 綜合科目",当年6月or11月都可,270+,,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,文,経済学部 ,経 営 学 科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 綜合科目",当年6月or11月都可,270+,,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,理,医学部,医学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,350+,,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,理,医学部,保健学科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,350+,,要,托福,不要,否,面试（线下）,不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,理,歯学部,歯学科 ,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,350+,,要,托福,不要,否,"筆記試験（数学）, 面试（线下）",不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,理,薬学部 ,創 薬 科 学 科,只有一期,外国人入試,宮城県仙台市,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,350+,,要,托福,不要,否,"筆記試験（数学）, 面试（线下）",不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
東北大学,牛犇,牛犇,2026,理,薬学部 ,薬 学 科,只有一期,外国人入試,大阪府,,2026-01-03,2026-02-05,2026-02-02,2026-02-05,必着,"日语, 数学コース2, 理科2科目選択",当年6月or11月都可,350+,,要,托福,不要,否,"筆記試験（数学）, 面试（线下）",不要,2026-03-10,,2026-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,理学部,生物科学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",当年6月or11月都可,350+,90+,要,托福,不要,否,"口頭試問, 学力試験",不要,2026-02-25,2026-02-26,2026-03-09,600記述含む,300記述含む,61,,要求原本,,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,工学部,応用自然科学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,350+,90+,要,托福,不要,否,"口頭試問, 学力試験",不要,2026-02-25,2026-02-26,2026-03-09,465記述含む,200不含记述 记述25以上,无,,要求原本,日语不含记述200，记述要求在25分以上,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,工学部,応用理工学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,350+,90+,要,托福,不要,否,"口頭試問, 学力試験",不要,2026-02-25,2026-02-26,2026-03-09,465記述含む,200不含记述 记述25以上,无,,要求原本,日语不含记述200，记述要求在25分以上,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,工学部,電子情報工学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,350+,90+,要,托福,不要,否,"口頭試問, 学力試験",不要,2026-02-25,2026-02-26,2026-03-09,465記述含む,200不含记述 记述25以上,无,,要求原本,日语不含记述200，记述要求在25分以上,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,工学部,環境エネルギー工学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,350+,90+,要,托福,不要,否,"口頭試問, 学力試験",不要,2026-02-25,2026-02-26,2026-03-09,465記述含む,200不含记述 记述25以上,无,,要求原本,日语不含记述200，记述要求在25分以上,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,工学部,地球総合工学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学または生物",前年成绩和当年成绩都可以用,350+,90+,要,托福,不要,否,"口頭試問, 学力試験",不要,2026-02-25,2026-02-26,2026-03-09,465記述含む,200不含记述 记述25以上,无,,要求原本,日语不含记述200，记述要求在25分以上,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
大阪大学,徐菁,朱梅霄,2026,理,基礎工学部,電子物理科学科,只有一期,外国人入試,大阪府,不可,2025-12-15,2026-01-08,2026-01-05,2026-01-09,必着,"日语, 数学コース2, 物理（必須）, 化学（必須）",当年6月or11月都可,350+,90+,要,托福,不要,否,"筆記試験, 口頭試問",不要,2026-02-25,2026-02-26,2026-03-09,465記述含む,200不含记述 记述25以上,无,,要求原本,总分680或者数学理科合计超过350分，总分650可报名,,,,,,,,,,,,,,,,,,,,,现有数据,,,待审核,,,,
